Mashal and impending challenges,April 17 2017
TTP centre destroyed; arms seized in FATA,April 17 2017
Man drowns in Bolan River,April 17 2017
Body of missing boy found,April 17 2017
Rival group kills robber in Khanpur,April 17 2017
Nine-year-old girl raped,April 16 2017
Rival group kills robber  in Khanpur,April 16 2017
Water and sanitation top Sindh CMÂ’s agenda,April 16 2017
Allama KaziÂ’s 49th death anniversary observed,April 16 2017
Suspect shots himself to avoid arrest,April 16 2017
Four killed in firing during tribal jirga,April 16 2017
Old friends recall good times at GCUÂ’s grand alumni reunion,April 16 2017
Three-day anti-polio drive in Punjab starts today,April 16 2017
Government believes in equal uplift of urban and rural areas says CM,April 16 2017
Â‘Water sanitation are issues that I want to solveÂ’,April 16 2017
Efforts being made for credibility of 6th census: Dar,April 16 2017
Haider urges world community to take notice of IndiaÂ’s brutality in IOK,April 16 2017
CJP takes notice of infantsÂ’ death,April 16 2017
Thinkers share experience skills for early year learning,April 16 2017
Security forces avert Â‘major terror bidÂ’,April 16 2017
FPCCI for using solar power to ensure energy security,April 16 2017
Mufti Naeem seeks condemnation from ulema over Mardan studentÂ’s killing,April 16 2017
New train service from Peshawar to Quetta inaugurated,April 16 2017
Presence of Daesh in Afghanistan poses threat to regional peace: Tirmizi,April 16 2017
PM calls upon world to play role in just resolution of Kashmir issue,April 16 2017
PML-N to win 2018 general elections on basis of its performance: Marriyum Aurangzeb,April 16 2017
PM lauds role of Christian community in PakistanÂ’s development,April 16 2017
Pakistan demanded Durand Line recognition reduced ties with India: Karzai,April 16 2017
Anti-polio drive in Rwp KP FATA and Balochistan commences today,April 16 2017
Rangers personnel called back after expiry of special powers in Sindh,April 16 2017
800 million saplings planted in KP,April 16 2017
Students stay out of schools as troops continue to occupy them,April 16 2017
MD SNGPL claims gas supply to CNG outlets to improve soon,April 16 2017
Gilani urges Indians to stop singing mantra of democracy humanity,April 16 2017
Decision taken to establish 17 Ramazan Sasta Bazaars in Rawalpindi Division,April 16 2017
Missing girl arrested in security forces operation in Lahore,April 16 2017
AIOU introduces new plan to promote regional languages,April 16 2017
Security forces recover huge cache of arms and ammunition,April 16 2017
Hot dry spell to prevail in most of areas country till next week,April 16 2017
Blast hits convoy of evacuees near Aleppo; 70 feared dead,April 16 2017
Newsgate report expected within a few days: Nisar,April 16 2017
PBC not happy with military courts,April 16 2017
Abducted kids recovered,April 16 2017
POF holds squash championship,April 16 2017
Sindh CM urges MPAs to take ownership  of uplift schemes,April 16 2017
Musharraf  rubbishes  allegations of foreign assets,April 16 2017
No more special  powers for Rangers?,April 16 2017
Nawaz will remain PM even after Panama case: NA speaker,April 16 2017
Bilawal urges Sindh govt to improve performance,April 16 2017
Another Kashmiri youth shot dead by Indian troops,April 16 2017
Baloch tells a tale when Karachi was city for all Jews too,April 16 2017
Â‘Social sciences can help humans act humanelyÂ’,April 16 2017
PM urges nation to unite against Mardan lynching,April 16 2017
India calls off maritime dialogue with Pakistan over spyÂ’s sentence,April 16 2017
Pakistan to let world in on Jadhav trial details: FO,April 16 2017
CJP takes suo motu: KP orders judicial inquiry,April 16 2017
Army foils Easter Sunday terror plot,April 16 2017
CJP calls for Mardan lynching incidentÂ’s report,April 16 2017
Do not blame it on Trump,April 16 2017
Raza Rabbani to carry on as Senate Chairman: Dar,April 16 2017
Islamabad Â‘submergesÂ’ in love for literature during Â‘packedÂ’ ILF,April 16 2017
NCJP condemns Mashal KhanÂ’s killing,April 16 2017
Professional beggars are a Â‘cancerÂ’: Lahore mayor,April 16 2017
Police arrest drug peddler,April 16 2017
Hospitals warned against poor cleanliness,April 16 2017
Commission inquires about status of water in Sindh,April 15 2017
Nawaz Sharif Â‘oppressingÂ’ people of Sindh: Ghani,April 15 2017
CM to take metro bus to Faisalabad,April 15 2017
Zardari condoles with Aitezaz on brother-in-lawÂ’s passing,April 15 2017
Major terror bid foiled in Lahore,April 15 2017
Pakistan thwarts Â‘majorÂ’ Easter attack plot: army,April 15 2017
SUP protests against Sindh govtÂ’s corruption,April 15 2017
Dr Asim permitted to fly abroad for treatment,April 15 2017
DidnÂ’t leave the country in panic: Arbab Alamgir,April 15 2017
Sindh IGP orders extraordinary security for Easter,April 15 2017
Accountability court summons former IG,April 15 2017
University administrator rejected signed notification for suspension of Mashal Khan,April 15 2017
Â‘PTI fighting for accountability under Imran KhanÂ’s leadershipÂ’,April 15 2017
Â‘Pakistan is our prized possessionÂ’,April 15 2017
Shahbaz Sharif inaugurates Children Hospital in Faisalabad,April 15 2017
WASA sets up customer care centres to facilitate citizens,April 15 2017
PM urged to talk to Rabbani about his refusal to work as chairman Senate,April 15 2017
Â‘Authorities choking space for peaceful political activitiesÂ’,April 15 2017
Education Department Rawalpindi fails to achieve enrolment target,April 15 2017
Hot dry spell likely to prevail in most parts of country,April 15 2017
State of the art hospital announced for IESCO employees in Islamabad,April 15 2017
One person killed two others injured in firing among rival groups,April 15 2017
Assistant Sub-Inspector police killed during raid,April 15 2017
Gangster killed in Karachi target killer among seven suspects nabbed,April 15 2017
Special powers awarded to Rangers in Karachi expire,April 15 2017
Faqir Gujri residents cry Â‘fraudÂ’ in cow distribution,April 15 2017
First phase of sixth population census concludes: 63 districts done with,April 15 2017
Pakistan and India Â‘haltÂ’ visas,April 15 2017
PPP stages walkout over Â‘disappearancesÂ’,April 15 2017
US lauds PakistanÂ’s  anti-terrorism efforts,April 15 2017
NSA Herbert calls Dar discusses Pak-US ties,April 15 2017
Trust between Pakistan China foundation  of CPEC: PM,April 15 2017
Law of jungle canÂ’t prevail:  Imran on Mardan lynching,April 15 2017
11 NHA employees to perform Hajj,April 15 2017
Pakistan all set to participate in  Hannover Messe 2017 in Germany,April 15 2017
Rabbani doesnÂ’t want to   lead assembly of slackers,April 15 2017
Bakhtawar slams Mardan murder,April 15 2017
Pakistan India Â‘haltÂ’ issuance of pending visas for each otherÂ’s citizens,April 15 2017
India demands Consular access,April 15 2017
FIR registered against 20 out of 4000,April 15 2017
Nawaz rebukes PPP over  Â‘failureÂ’ to develop Sindh,April 14 2017
Pakistan releases charge  sheet against Indian spy,April 14 2017
Three Â‘RAW agentsÂ’ arrested,April 14 2017
Imran Khan condemns Mashal KhanÂ’s murder,April 14 2017
AJK PM lauds overseas Kashmiris Pakistanis for highlighting Kashmir issue,April 14 2017
Sindh to suffer from hot weather: PMD,April 14 2017
Pakistan striving to promote culture of peace cooperation with neighbours: PM,April 14 2017
KP govt to provide free medical education to APS martyrsÂ’ siblings,April 14 2017
Three WAPDA projects selected for IDB report,April 14 2017
Punjab government criticized for load shedding Â‘low quality Police uniformÂ’,April 14 2017
Pakistan all set to participate in Â‘worldÂ’s biggest industrial fairÂ’,April 14 2017
Bilawal to inaugurate Benazir Literary Festival,April 14 2017
Christians mark Good Friday amid tight security,April 14 2017
Experts brainstorm to bridge industry-academia gap,April 14 2017
Three RAW agents arrested in AJK,April 14 2017
Bilawal Bhutto condemns Mashal KhanÂ’s murder,April 14 2017
Ramadan bazaarsÂ’ arrangements should be completed on time: Lahore mayor,April 14 2017
Govt committed to complete development projects on time: CM,April 14 2017
Â‘Vietnam wants to see a strong prosperous PakistanÂ’,April 14 2017
NAB media to raise fingers if gas is supplied to Sindh without deposit: Musadik Malik,April 14 2017
Early disaster warning systems being strengthened: Shaikh Aftab,April 14 2017
Ayaz forms 33-member committee on national security,April 14 2017
COAS Afghan ambassador discuss security situation on Pak-Afghan border,April 14 2017
Raza Rabbani stops working after ministersÂ’ absence from Senate,April 14 2017
Nawaz Sharif appoints Hasnat Qureshi as FDE DG,April 14 2017
China worldÂ’s leading country ally of Pakistan: PM,April 14 2017
IHC declares appointment of Dr Aslam as CEO DRAP illegal,April 14 2017
Forensic lab to equip NAB with latest technology: Chairman NAB,April 14 2017
Rangers recover huge cache of weapons ammunition,April 14 2017
Govt committed to provision of complete religious freedom to Sikh pilgrims,April 14 2017
23rd constitutional amendment and extension of military courts challenged in SC,April 14 2017
Â‘SadÂ’ Berlusconi wishes success to new Milan owners,April 14 2017
Lifting of moratorium on new gas connections applauded,April 14 2017
Mother daughter among four allegedly abducted in Islamabad,April 14 2017
Gunny-bag packed body found in Islamabad,April 14 2017
Pregnant wife axed to death by husband for honor,April 14 2017
NA sitting adjourned over lack of quorum,April 14 2017
400 bags of wheat confiscated in Larkana,April 14 2017
Hot dry weather likely in most parts of country,April 14 2017
MOAB strike: US bombing of IS in Afghanistan killed dozens,April 14 2017
Eight terrorists killed one injured in Rangers security agencies joint operation,April 14 2017
India plans to â€˜slow downâ€™ visa process for Pakistanis,April 14 2017
Rangersâ€™ being stripped off of their policing powers in Sindh,April 14 2017
Patel Uzair Baloch and party tickets in Lyari,April 14 2017
Drinking water next to impossible for inmates of Cantt Board Chakala,April 14 2017
PTI Chairman Imran Khan asks for strict action against the murder of Mashal Khan,April 14 2017
Anxiety grows over delay in Panama verdict,April 14 2017
250 feeders trip all of Karachi goes dark,April 14 2017
Doctor shot dead in Karachi,April 14 2017
Â‘Foreign agencies can be behind ZahirÂ’s disappearanceÂ’,April 14 2017
Â‘China-Pakistan ties are hub of peace and stabilityÂ’,April 14 2017
Damage to LahoreÂ’s heritage sites will not be tolerated: SC,April 14 2017
CPNE delegation calls on  Lt Gen (r) Nasser Janjua,April 14 2017
Govt to present bill before  budget says Dar,April 14 2017
SHC extends stay order until April 19,April 14 2017
India vows to get justice for its Â‘innocentÂ’ RAW agent,April 14 2017
Â‘Indian atrocities canÂ’t stop freedom struggleÂ’,April 14 2017
Larkana farmers say adieu  to traditional crops,April 14 2017
ANF seizes drugs worth Rs 213m arrests 32,April 14 2017
Activities of Oxford University  Press in Pakistan,April 14 2017
Saudi Arabia deports 130 Pakistani workers,April 14 2017
Lint prices remain firm amid increasing demand for better grades,April 14 2017
No compromise on  anti-state elements,April 14 2017
Â‘Beauty of historical buildings being eclipsed by OLMT pillarsÂ’,April 14 2017
Pakistan to protect Saudi Arabia at any cost: Khawaja Asif,April 14 2017
SC moved for staying transfer of regulatory authorities,April 14 2017
Electoral reforms package to be ready before budget: Dar,April 14 2017
SC moved against stay on  transfer of five regulatory authorities,April 14 2017
Pakistan wonâ€™t become part of Saudi-Iran conflict  NA told,April 14 2017
Blasphemer hunting must stop,April 14 2017
Mobsters lynch Mardan   student over Â‘blasphemyÂ’,April 13 2017
Â‘Pakistan cannot move forward without eradicating corruptionÂ’,April 13 2017
Will not make compromises on Kulbhushan issue: Pakistan Army,April 13 2017
Student shot dead in Mardan for sharing Â‘blasphemousÂ’ content,April 13 2017
China to enroll 4000 TEVTA students in different skill courses,April 13 2017
Kulbhushan YadavÂ’s episode has exposed IndiaÂ’s state terrorism: FO,April 13 2017
Student killed for sharing Â‘blasphemousÂ’ content on social media,April 13 2017
NA faces chaos after Khurshid ShahÂ’s Â‘derogatoryÂ’ remarks against women,April 13 2017
Govt initiating reforms to ensure health services to people: Hafeez,April 13 2017
Pervez Khattak approves ban on plastic bags,April 13 2017
Murad warns to cut off gas supply to other provinces,April 13 2017
Pak-China friendship has turned into an economic partnership: CM,April 13 2017
Khursheed Shah responds to Assefa BhuttoÂ’s Twitter rage,April 13 2017
Dar US ambassador discuss bilateral relations,April 13 2017
CountryÂ’s dignity demands implementation of laws: Ch Nisar,April 13 2017
Corps commandersÂ’ meeting briefed about Kulbhushan Yadav,April 13 2017
All Pakistani non-Muslims have equal rights thanks to ZA Bhutto: Bilawal Bhutto,April 13 2017
One dead five injured in clash between university students in Mardan,April 13 2017
Govt acquires 392 acres of land for Dasu Hydropower Project,April 13 2017
Cop killed over matrimonial issue near Larkana,April 13 2017
Big politicians influential personalities are power pilferers: Khawaja Asif,April 13 2017
Closure of Pak-Afghan border caused loss worth millions: Suraya Dalil,April 13 2017
ChinaÂ’s One Belt One Road initiative connects hearts: Maleeha,April 13 2017
KulbushanÂ’s episode an irrefutable proof of IndiaÂ’s involvement in terrorism: FO,April 13 2017
Sasta mobile bazaars set up in Islamabad to counter inflation,April 13 2017
President calls for adoption of latest technology in medical profession,April 13 2017
Nepal police Â‘unable to traceÂ’ ex-Pakistani military official,April 13 2017
Malala missing Pakistan vows to take it to newer heights,April 13 2017
Deprivation from seven month salary puts contracted teachers on brink of starvation,April 13 2017
Three alleged terrorists gunned down in Taunsa,April 13 2017
Baron Hussain calls on Fatemi,April 13 2017
Four foreignerÂ’s recovered as five alleged kidnappers arrested in Karachi,April 13 2017
79% Pakistanis cite water pollution to be a critical problem,April 13 2017
Passengers black-listed due to misbehaviour with PIA crew,April 13 2017
KP govt decides to bring Ehtassab Commission under control of High Court,April 13 2017
Flimsy oil storage capacity poses a national security threat: FPCCI,April 13 2017
International Conference on Gender Work and Society 2017 to be held in LUMS,April 13 2017
Two girls allegedly abducted in Islamabad,April 13 2017
Punjab govt lifts ban on recruitment of teachers,April 13 2017
Man found dead in Sohrab Goth,April 13 2017
Man shoots wife and mother-in-law over Â‘khulaÂ’,April 13 2017
Javed Hamid shot in Lahore,April 13 2017
APMSF announces oath taking ceremony,April 13 2017
Karachi truck collision kills three,April 13 2017
Man uses children for Internet porn business,April 13 2017
British police arrest  man for swearing  at air hostess,April 13 2017
ECNEC approves proposals for basic services,April 13 2017
SC tells govt to respond to  objections against Metro train,April 13 2017
Malala gets yet another nationality,April 13 2017
Iraqi envoy says India deceived importers by sending rotten rice,April 13 2017
NGOs can now have PR schools and colleges,April 13 2017
Â‘SpyÂ’ Jadhav will not be spared Pakistan tells India,April 13 2017
Three injured in IED explosion in Gwadar,April 13 2017
Pakistan refuses to budge on Jadhav,April 13 2017
Cabinet okays Hajj Policy 2017; lifts ban on new gas connection,April 13 2017
Govt told to file reply to plea against information secretary,April 13 2017
DonÂ’t travel to Pakistan unless you have to: US,April 13 2017
Dr Asim wants to leave Pakistan,April 13 2017
PPP walks out of parliament over Â‘abductionÂ’ of Zardari aides,April 13 2017
Pakistan  largest  stakeholder in peaceful Afghanistan: Sadiq,April 13 2017
Lives  half-lived: the hidden cost of Kashmir conflict,April 12 2017
Hordes of PML-N candidates defect to PML-Q,April 12 2017
Over 1500 Sikh pilgrims arrive to celebrate Baisakhi,April 12 2017
CM lays foundation stone of sub-campus of Air University,April 12 2017
Pakistan largest stakeholder in peaceful Afghanistan: Sadiq,April 12 2017
JuD chiefÂ’s detention: LHC seeks govtÂ’s reply until 20th,April 12 2017
NBP conducts Hajj balloting,April 12 2017
PM COAS discuss current security border situation,April 12 2017
Dr Asim seeks SHCÂ’s permission for Â‘treatmentÂ’ abroad,April 12 2017
PUC lauds Saudi govt for Â‘tackling Iranian pilgrims peacefullyÂ’,April 12 2017
IG Sindh for change in policing laws,April 12 2017
Interpol refuses to issue red warrants against Altaf Hussain,April 12 2017
India using delaying tactics in releasing Pakistani female prisoners,April 12 2017
Pakistan to be the first country of South Asia to experiment 5G: Anusha Rehman,April 12 2017
Sewerage water still being discharged into LarkanaÂ’s Rice canal,April 12 2017
Terrorist gunned down in Kohlu,April 12 2017
Lahore CTO meets TEVTA chief discuss collaborations,April 12 2017
Powerless Local Body representatives losing their meaning: Rawalpindi residents,April 12 2017
Petition filed for removal of Dr AsimÂ’s name from ECL,April 12 2017
Pakistan Navyâ€™s role vital for defence of country: PM,April 12 2017
Businesses producing fake medicines to be eliminated at all costs: CM,April 12 2017
Girl reportedly kidnapped in Rawalpindi,April 12 2017
50pc concession in railway fares to wives of journalists restored,April 12 2017
Three PMSA personnel martyred as boat sinks in Arabian Sea,April 12 2017
Nawaz sees key role for US in resolving Kashmir dispute,April 12 2017
Army takes Uzair Baloch into custody,April 12 2017
Two Â‘hardcore  terroristsÂ’ hanged  in Sahiwal jail,April 12 2017
Better ties can bring Pakistan Belarus closer: Rabbani,April 12 2017
All citizens must have equality in the eyes of the state: Sherry,April 12 2017
